"id","nombre_obra","tipo_de_obra","descripcion_obra","ente_contratante","localidad","partido","habitantes_afectados","fecha_contratacion","ente_financia","monto_presupuestado","porcentaje_obra"
"8.23","COLECTOR B° ARCO IRIS NORTE - PARTIDO DE LA MATANZA","Cloaca","Red Primaria
??Instalación de 1139 m de cañería colectora cloacal de DN 400mm de PVC (Policloruro de Vinilo) rigidez SN32 (Clase 10); que se instalarán en profundidades variables, con pendientes siguiendo la topografía del terreno, limitadas por las restricciones que impone el diseño hidráulico de las conducciones a gravedad.
??Construcción de 13 bocas de registro (BR), de las cuales 2 se incluyen en la partida del cruce pluvial.
??Ejecución de empalmes a BR del Colector Cloacal Estanislao del Campo  Tramo 1, en ejecución, ubicada en la calle Zarate esquina Vidal.
??Ejecución de un cruce de Pluvial C.R. 3,90 x 1,80 m en las calles:
- En Vidal esq. Lope de Vega.
","AySA","LAFERRERE","La Matanza",0,"2016-10-18","AYSA - Fuente 1.1.",9217380.49,100
"8.24","COLECTOR BARRIO ARCO IRIS SUR - PARTIDO DE LA MATANZA","Cloaca","El objetivo de las obras es la construcción del colector Barrio Arco Iris Sur necesario para la evacuación de los efluentes cloacales provenientes de las zonas denominadas Castillo 5 Norte y Barrio Arco Iris Sur, ubicadas en el Partido de La Matanza.
Las obras de la red primaria constan de la instalación de 1206 m de cañería colectora cloacal de DN 400 mm PVC. La construcción de 15 bocas de registro (BR) y la ejecución de empalmes a BR de registro del colector proyectado Estanislao del Campo Tramo 2 en la calle Zárate esquina Lavallol.","AySA","LAFERRERE","La Matanza",0,"2016-10-18","AYSA - Fuente 1.1.",8889606.99,100
"8.25","RED SECUNDARIA CLOACAL CASTILLO 5 NORTE","Cloaca","El presente proyecto se encuentra incluido en el Plan Director de AySA.
El área a servir es de aproximadamente 0,74 km2, con una población para el año
2010 de 11.200 habitantes, proyectándose este valor para el año 2034 a 18.111
habitantes, de acuerdo a la información obtenida del Sistema de Información
Geográfica de AySA - Censo 2010.
Los efluente cloacales del área de la red secundaria de proyecto descargarán a las BR
pertenecientes al proyecto OC70051 Colector Barrio Arco Iris Sur.
??Instalación de 15.037 m de cañería colectora cloacal de DN200 mm PVC
(Policloruro de Vinilo) rigidez SN8, 120 m de cañería colectora cloacal de DN
225mm PVC rigidez SN32, 87 m de cañería de DN 315 mm PVC rigidez SN8 y
513 m de cañería colectora cloacal de DN 315 mm PVC rigidez SN32 de pared
compacta, las cuales se instalarán en profundidades variables. Las pendientes
deberán acompañar la topografía del terreno, se limitarán por las restricciones
que impone el diseño hidráulico de las conducciones a gravedad.
??Ejecución de 1.676 conexiones domiciliarias, de las cuales 1.021 corresponden
a conexiones cortas y 655 a conexiones largas.
??Construcción de 150 bocas de registro (BR).
??Construcción de 63 bocas de acceso y ventilación (BAV)
??Ejecución de cruce de pluviales:
??CR 2.00x1,80m en Cnel. Montt esquina África.
??Ejecución de emplame a BR perteneciente al proyecto Col. Barrio Arco Iris
Sur:
??Tres Cruces esq. África (DN200 y DN315)
??Ipiranga esq. Acasusso (DN200).
??Sudamérica esq. Acasusso (DN200).
??Sudamérica esq. Castañón (2xDN200).
??Sudamérica esq. Calle S/N (2xDN200).
??Sudamérica esq. Llerena (DN200).
??Lope de Vega esq. La Bastilla (DN200).
","AySA","RAFAEL CASTILLO","La Matanza",11200,"2016-12-22","AYSA - Fuente 1.1.",45682597.73,92
"8.26","RED PRIMARIA CLOACAL ALIVIADOR DEAN FUNES","Cloaca","La obra consiste en un colector cuyo objetivo es aliviar varias subcuencas de la red existente en el Partido de La Matanza. Se contempla la instalación de 2.554 m de cañería de Policloruro de Vinilo (818 m de DN200 SN8, 990 m de DN400 SN32 y 836 m  de DN500 SN32), con sus respectivos accesorios. Asimismo se ejecutaran bocas de registro (23), bocas de acceso y ventilación (4), empalmes (16), acondicionamiento de bocas de registo (5), desafectación de cañerías (811 m), bocas de registro encaballadas (7) y conexiones domiciliarias (86, 62 cortas y 24 largas).","AySA","LA TABLADA","LA MATANZA",22326,"2016-12-22","AYSA - Fuente 1.1.",23058622.73,64
"8.27","CON. FALTANTES SAN MARINO M1-2 (1748L03)","Agua","Red Secundaria de Agua","AySA","La Matanza","La Matanza",495,"2016-12-22","AYSA - Fuente 1.1.",1143403.77,100
"8.28","PQUE. SARMIENTO RESTO M5 A+T (1748L14)","Agua","Red Secundaria de Agua","AySA","La Matanza","La Matanza",1431,"2016-11-14","AYSA - Fuente 1.1.",4316922.17,100
"8.29","PLAN AYSA C+T LA MATANZA PQUE JUAN SE M13(1648L83)","Cloaca","Red Secundaria de Cloaca","AySA","La Matanza","La Matanza",1129,"2016-11-21","AYSA - Fuente 1.1.",3882129.34,98
"8.30","BARRIO MADRE TERESA M1 A+T","Agua","Red Secundaria de Agua","AySA","La Matanza","La Matanza",396,"2017-01-11","AYSA - Fuente 1.1.",1095929.8,100
"8.31","BARRIO MADRE TERESA C+T","Cloaca","Red Secundaria de Cloaca","AySA","La Matanza","La Matanza",396,"2017-01-13","AYSA - Fuente 1.1.",862228.23,100
"8.32","21 DE MARZO M2 C+T (1748L76)","Cloaca","Red Secundaria de Cloaca","AySA","La Matanza","La Matanza",905,"2017-04-28","AYSA - Fuente 1.1.",4041524.49,100
"8.33","NEXO BARRIO EL TREBOL M1 A+T (1748L13)","Agua","Red Secundaria de Agua","","La Matanza","La Matanza",2715,"2017-03-30","AYSA - Fuente 1.1.",6463430.4,100
"8.34","21 DE MARZO M1 C+T (1748L75)","Cloaca","Red Secundaria de Cloaca","AySA","La Matanza","La Matanza",842,"2017-04-17","AYSA - Fuente 1.1.",4566125.18,100
"8.35","RED PRIMARIA DE AGUA - REFUERZO DE CALIDAD RAFAEL CASTILLO - POZOS MN186 Y MN110","Agua","El objetivo de las obras es la instalación de un refuerzo de DN 250 y DN 315 de PEAD, PE100, PN10 por cualquier tecnología trenchless en La Matanza Norte, cuya función primaria es transportar caudal proveniente desde las líneas 3 y 4 de la EE La Matanza hacia la zona de Rafael Castillo, con el objeto de mejorar los niveles de presiones de dicho sector. Esta obra totaliza 2.650 m de cañería a instalar, 4 empalmes, 4 Válvulas de Aire, 3 Tomas de Motobomba, 5 Válvulas Exclusas, 3 Cámaras de Caudalimetro.","AySA","RAFAEL CASTILLO","La Matanza",7270,"2017-07-19","AYSA - Fuente 1.1.",14943603.64,80
"8.36","CISTERNA PLANTA VIRREY DEL PINO - OBRA CIVIL (1760503)","Agua","El objetivo de la obra es la construcción de la cisterna de agua cruda de entrada, para la mejora de las condiciones operativas tanto de los equipos instalados como de los pozos. Se estima que la misma deberá tener un volumen útil de 6.000 m3.","","VIRREY DEL PINO","LA MATANZA",168000,"2017-12-19","AYSA - Fuente 1.1.",73782096.94,106900
"8.37","CISTERNA PLANTA VIRREY DEL PINO - OBRA ELECTRO (1760504)","Agua","El objetivo de la obra es la construcción de la cisterna de agua cruda de entrada, para la mejora de las condiciones operativas tanto de los equipos instalados como de los pozos. Se estima que la misma deberá tener un volumen útil de 6.000 m3.","","VIRREY DEL PINO","LA MATANZA",168000,"2017-12-19","AYSA - Fuente 1.1.",44576473.06,106900
"8.38","PLAN AYSA LA MATANZA ARCOIRIS SUR  M3- C+T","Cloaca","Red Secundaria de Cloaca","AySA","La Matanza","La Matanza",842,"2017-10-30","AYSA - Fuente 1.1.",6015450.94,100
"8.39","RED SECUNDARIA BARRIO 21 DE MARZO M1 A+T","Agua","Red Secundaria de Agua","Aysa","La Matanza","La Matanza",1670,"2017-04-17","AySA",2241699.41,100
"8.40","2015 - PLAN AYSA A+T D.R. LA MATANZA - ETAPA 24","Agua","Red Secundaria de Cloaca","Aysa","LA MATANZA","La Matanza",0,"2015-08-20","AySA",1273465.67,100
"8.41","PLAN AYSA LA MATANZA Arcoiris Sur M2 C+T","Agua","Red Secundaria de Cloaca","AySA","La Matanza","La Matanza",1143,"2017-08-22","AYSA - Fuente 1.1.",5452439.4,100
"8.42","PLAN AYSA LA MATANZA Arcoiris Sur M4 C+T","Cloaca","Red Secundaria de Cloaca","AySA","La Matanza","La Matanza",765,"2017-09-22","AYSA - Fuente 1.1.",5766172.62,100
"8.43","PLAN AYSA LA MATANZA Barrio Tierra y Libertad M1 A+T","Agua","Red Secundaria de Agua","AySA","La Matanza","La Matanza",1787,"2017-06-02","AYSA - Fuente 1.1.",2359591.03,100
"8.44","PLAN AYSA LA MATANZA Arcoiris Sur M6 C+T","Cloaca","Red Secundaria de Cloaca","AySA","La Matanza","La Matanza",801,"2017-09-29","AYSA - Fuente 1.1.",6037868.7,100
"8.45","PLAN AYSA LA MATANZA Arcoiris Sur M2 C+T","Cloaca","Red Secundaria de Cloaca","AySA","La Matanza","La Matanza",1143,"2017-08-22","AYSA - Fuente 1.1.",5452439.4,100
"8.46","PLAN AYSA LA MATANZA Arcoiris Sur M4 C+T","Agua","Red Secundaria de Cloaca","AySA","La Matanza","La Matanza",765,"2017-09-22","AYSA - Fuente 1.1.",5766172.62,100
"8.47","PLAN AYSA LA MATANZA Barrio Tierra y Libertad M1 A+T","Agua","Red Secundaria de Agua","AySA","La Matanza","La Matanza",1787,"2017-06-02","AYSA - Fuente 1.1.",2359591.03,100
"8.48","EQUIPAMIENTO ELECTROMECÁNICO PARA PERFORACIONES VIRREY DEL PINO","Agua","Equipamiento electromecánico para pozos.","Aysa","La Matanza","La Matanza",0,"2012-06-30","AYSA - Fuente 1.1.",1012995.17,100
"8.49","PLAN AYSA LA MATANZA UN TECHO PARA TODOS M1 C+T","Cloaca","Red Secundaria de Cloaca","AySA","La Matanza","La Matanza",1107,"0000-00-00","AYSA - Fuente 1.1.",6456989.89,100
"8.50","PLAN AYSA LA MATANZA UN TECHO PARA TODOS M2 C+T","Cloaca","Red Secundaria de Cloaca","AySA","La Matanza","La Matanza",1008,"0000-00-00","AYSA - Fuente 1.1.",7990207.26,100
"8.51","PLAN AYSA LA MATANZA BARRIO ALMAFUERTE M1 OA 70185","Agua","Red Primaria de Agua","AySA","La Matanza","La Matanza",0,"0000-00-00","AYSA - Fuente 1.1.",2136606.27,100
"8.52","PLAN AYSA LA MATANZA NEXO RECOLETA M1 A+T","Agua","Red Primaria de Agua","","La Matanza","La Matanza",0,"2018-05-11","AYSA - Fuente 1.1.",4288720.23,100
"8.53","PQUE. JUAN 1 NORTE M1 C+T","Cloaca","Red Secundaria de Cloaca","AySA","La Matanza","La Matanza",1242,"2018-09-24","AYSA - Fuente 1.1.",5879826.14,25
"8.54","FONDO RECOLETA M1 A+T (OA70177)","Agua","Red Secundaria de Agua","","La Matanza","La Matanza",1260,"2018-10-12","AYSA - Fuente 1.1.",5186081.16,100
"8.55","BARRIO 20 DE JUNIO A+T (OA70192)","Agua","Red Secundaria de Agua","","La Matanza","La Matanza",2187,"2018-10-16","AYSA - Fuente 1.1.",5109679,100
"8.56","PLAN AYSA LA MATANZA ARCOIRIS SUR  M5- C+T","Agua","Red Secundaria de Cloaca","AySA","La Matanza","La Matanza",1053,"2017-11-07","AYSA - Fuente 1.1.",8672600.11,100
"8.57","PLAN AYSA LA MATANZA Arcoiris Sur M6 C+T","Cloaca","Red Secundaria de Cloaca","AySA","La Matanza","La Matanza",801,"2017-09-29","AYSA - Fuente 1.1.",6037868.7,100
"8.58","PLAN AYSA LA MATANZA BARRIO CASTILLO 5 SE M1","Cloaca","Red Secundaria de Cloaca","","La Matanza","La Matanza",1143,"2019-03-15","AYSA - Fuente 1.1.",9782400.7,99.6
"8.59","PLAN AYSA LA MATANZA BARRIO ARCO IRIS NORTE M1","Cloaca","Red Secundaria de Cloaca","","La Matanza","La Matanza",734,"2019-03-15","AYSA - Fuente 1.1.",7700887.05,100
"8.60","PARQUE JUAN 1 NORTE M2 C+T (OC70237)","Cloaca","Red Secundaria de Cloaca","","La Matanza","La Matanza",0,"2019-02-12","AYSA - Fuente 1.1.",12121747.54,100
"8.61","REDES SECUNDARIAS A HOSPITALES LAFERRERE Y RAFAEL CASTILLO - Red de Cloaca","Cloaca","La obra tiene por objeto la construcción de la provisión de agua potable y desagües al Hospital Nestor Kirchner ubicado en Ruta 3 y Estanislao del Campo, La Matanza y de la red secundaria cloacal para la evacuación de los efluentes cloacales proveniente del Hospital Renee Favaloro. 
Hospital Nestor Kirchner: Para la provisión de agua el punto de empalme desde donde se abastecerá el proyecto, será una toma en carga sobre cañería existente DN 800. Contempla la instalación de 450 m de cañería PVC de DN 110mm. Se prevé la colocación de 1 toma en carga DN150 sobre DN800 existente, 1 válvula esclusa, 1 hidrante, 1 Cámara para válvulas de aire. Para el servicio de desagües cloacales, el efluente generado descargará en el Colector Estanislao del Campo actualmente en construcción. Contempla la instalación de 255 m de cañería cloacal de DN 200mm PVC; construcción de 3 bocas de registro, y empalme al colector Estanislao del Campo en boca de registro.
Hospital Renee Favaloro: Para el servicio de desagües cloacales, el efluente generado descargará en la red secundaria Merlo con destino final en la Estación de bombeo Homónima. Contempla la instalación de 180 m de cañería cloacal de DN 200mm PVC, y 265 m de cañería cloacal de DN 225mm PVC; la construcción de 5 bocas de registro, 13 conexiones domiciliarias, un cruce de ruta, un empalme a colectora existente, el tramo de empalme desde la cámara de inspección existente en el predio y su conexión a la boca de registro inicial.","","RAFAEL CASTILLO
LAFERRERE","La Matanza",0,"2018-10-02","AYSA - Fuente 1.1.",3314477.16,33
"8.62","REDES SECUNDARIAS A HOSPITALES LAFERRERE Y RAFAEL CASTILLO - Red de Agua","Agua","La obra tiene por objeto la construcción de la provisión de agua potable y desagües al Hospital Nestor Kirchner ubicado en Ruta 3 y Estanislao del Campo, La Matanza y de la red secundaria cloacal para la evacuación de los efluentes cloacales proveniente del Hospital Renee Favaloro. 
Hospital Nestor Kirchner: Para la provisión de agua el punto de empalme desde donde se abastecerá el proyecto, será una toma en carga sobre cañería existente DN 800. Contempla la instalación de 450 m de cañería PVC de DN 110mm. Se prevé la colocación de 1 toma en carga DN150 sobre DN800 existente, 1 válvula esclusa, 1 hidrante, 1 Cámara para válvulas de aire. Para el servicio de desagües cloacales, el efluente generado descargará en el Colector Estanislao del Campo actualmente en construcción. Contempla la instalación de 255 m de cañería cloacal de DN 200mm PVC; construcción de 3 bocas de registro, y empalme al colector Estanislao del Campo en boca de registro.
Hospital Renee Favaloro: Para el servicio de desagües cloacales, el efluente generado descargará en la red secundaria Merlo con destino final en la Estación de bombeo Homónima. Contempla la instalación de 180 m de cañería cloacal de DN 200mm PVC, y 265 m de cañería cloacal de DN 225mm PVC; la construcción de 5 bocas de registro, 13 conexiones domiciliarias, un cruce de ruta, un empalme a colectora existente, el tramo de empalme desde la cámara de inspección existente en el predio y su conexión a la boca de registro inicial.","","RAFAEL CASTILLO
LAFERRERE","La Matanza",0,"2018-10-02","AYSA - Fuente 1.1.",916456.13,33
"8.63","PLAN AYSA LA MATANZA BARRIO STELLA MARIS-MARINA A+T","Agua","Red Primaria de Agua","","La Matanza","La Matanza",0,"2019-02-08","AYSA - Fuente 1.1.",6236387.1,100
"8.64","Barrio Castillo 5 SE M3 (OC70248)","Cloaca","Red Secundaria de Cloaca","","La Matanza","La Matanza",750,"2019-05-30","AYSA - Fuente 1.1.",9679725.69,100
"8.65","BARRIO NUESTRO FUTURO M1 A+T (OA70198)","Agua","Red Secundaria de Agua","","La Matanza","La Matanza",860,"2019-06-18","AYSA - Fuente 1.1.",6261380.27,100
"8.66","ARCO IRIS NORTE M2 C+T (OC70239) (1948L79)","Cloaca","Red Secundaria de Cloaca","","La Matanza","La Matanza",1135,"2019-06-27","AYSA - Fuente 1.1.",8720710.39,100
"8.67","ARCO IRIS NORTE M3 C+T (OC70236) (1948L80)","Cloaca","Red Secundaria de Cloaca","","La Matanza","La Matanza",1089,"2019-06-28","AYSA - Fuente 1.1.",8916479.42,100
"8.68","BARRIO CASTILLO 5 SE M2 C+T (OC70245) (1948L81)","Cloaca","Red Secundaria de Cloaca","","La Matanza","La Matanza",950,"2019-06-14","AYSA - Fuente 1.1.",9637284.68,100
"8.69","INT. ESP. ETAPA 26 (OA70184) (FP)","AGUA","Red Secundaria de Agua","","La Matanza","La Matanza",0,"2020-08-24","AYSA - Fuente 2.2.",15794835.35,100
"8.70","BARRIO CASTILLA 5 NO M4 (OC70254) (FP) (2090854)","CLOACA","Red Secundaria de Cloaca","","La Matanza","La Matanza",1140,"2020-08-24","AYSA - Fuente 2.2.",14677481,100
"8.71","BARRIO CASTILLO 5 NO M2 (OC70164) (FP) (2090852)","CLOACA","Red Secundaria de Cloaca","","La Matanza","La Matanza",1184,"2020-09-03","AYSA - Fuente 2.2.",21311937.66,100
"8.72","BARRIO CASTILLO 5 NO M3 (OC70253) (FP) (2090853)","CLOACA","Red Secundaria de Cloaca","","La Matanza","La Matanza",915,"2020-08-12","AYSA - Fuente 2.2.",16276484.74,100
"8.73","BARRIO CASTILLO 5 NO M1 (OC70250) (FP)","CLOACA","Red Secundaria de Cloaca","","La Matanza","La Matanza",1310,"2020-08-12","AYSA - Fuente 2.2.",19371870.22,100
"8.74","INT. ESP. ETAPA 27 (OA70205) (FP)","AGUA","Red Secundaria de Agua","","La Matanza","",0,"2020-09-03","AYSA - Fuente 1.1.",6741247.79,100
"8.75","RENOV. PARQUE JUAN 2 SE M1 (OC70255) (FP)","CLOACA","Red Secundaria de Cloaca","","La Matanza","La Matanza",0,"2020-10-26","AYSA - Fuente 2.2.",11191702.77,100
"8.76","RENOVACIÓN SECUNDARIA DE AGUA CUARTA CUARTA CIUDAD EVITA","AGUA","Renovación de las cañerías de hierro fundido y la regularización técnica en general en cuatro mallas de redes secundarias de agua existentes en la zona de Cuarta Cuarta, Ciudad Evita, Partido de La Matanza, mediante la colocación de cañerías de PEAD.  25200 m de cañerías y 2250 conexiones.","","Ciudad Evita","La Matanza",6963,"2020-10-01","BID - Fuente 1.1.",148994458.36,100
"8.77","RED PRIMARIA CLOACAL ALIVIADOR LA MATANZA NORTE - 3° ETAPA","CLOACA","El objetivo de las obras es la ejecución de un aliviador que facilite la descarga de líquidos cloacales de subcuencas donde se presentan numerosos taponamientos con y sin desbordes, mejorando el funcionamiento hidráulico de una subcuenca de la red cloacal existente Ramos Mejía, en el Partido de La Matanza. Se ejecutará un aliviador que recibirá sobre su traza parte de los líquidos transportados
por la red existente a través de distintos empalmes, una cañería subsidiaria y se renovarán 5 tramos de red existente que recibirán los vuelcos de las conexiones cortas, finalmente todas las obras descargarán en boca de registro perteneciente al Radio Servido.
Se contempla la instalación en zanja de 560 metros de cañería de PVC de DN 315 mm, 709 metros de cañería de PVC de DN 200 mm, con sus respectivos accesorios, la renovación de 25 metros de cañería de PVC de DN 315 mm PVC, la ejecución de 54 conexiones domiciliares cortas, la construcción de 8 bocas de registro y 1 boca de acceso y ventilación, la materialización de 16 empalmes a cañería existente y el acondicionamiento integral de 7 bocas de registro.","","Ramos Mejía","La Matanza",5580,"0000-00-00","AYSA - Fuente 1.1.",41372593.46,0
"8.78","INTERV. ESP. Y P. EN SERVICIO ETAPA 28 (OA70208) (FP)","AGUA","Red Secundaria de Agua","","La Matanza","La Matanza",0,"2021-04-22","AYSA - Fuente 1.1.",12299749.94,100
"8.79","EXPANSIÓN RED SECUNDARIA BARRIO STELLA MARIS (OA70210) - LA MATANZA","AGUA","Red Secundaria de Agua","","La Matanza","La Matanza",1206,"2021-04-22","AYSA - Fuente 2.2.",24962799.99,100
"8.80","REBOMBEO RAFAEL CASTILLO -OBRA CIVIL-","AGUA","El objetivo de las obras es la realización del sistema de Rebombeo Rafael Castillo que permitirá mejorar la presión y calidad de agua potable en los barrios de Rafael Castillo, en el Partido de La
Matanza. La obra de rebombeo recolectará el agua potable proveniente de la Estación Elevadora de La Matanza a través de una cañería existente y elevará la presión de la red del radio servido.
Se logrará mediante la incorporación de un conjunto de equipos de bombeo, para lo cual se han proyectado obras civiles que incluyen una cámara de bombas y una cámara de by pass, cañerías de impulsión y los respectivos equipamientos electromecánicos. La estación de rebombeo prevé la instalación de 3 (tres) bombas, 2 en operación y 1 en reservan y cada equipo tendrá una capacidad de 300 m3/h a una altura manométrica de elevación de 23 mca. El caudal pico máximo del rebombeo será de 600 m3/h.","","LAFERRERE","La Matanza",36000,"2021-06-15","AYSA - Fuente 1.1.",23680734.26,48
"8.81","PLANTA DEPURADORA LAFERRERE - 150.000 HABITANTES. PDO DE LA MATANZA - OBRA CIVIL -","CLOACA","El objetivo de las obras es a realización de las obras de construcción y puesta en marcha del primer módulo de la Planta Depuradora Laferrere, establecida en el Partido de La Matanza,  para el tratamiento del efluente de una población equivalente a 150.000 habitantes, también se incluyen obras, equipos e instalaciones complementarias para las ampliaciones futuras.
El objetivo de la planta es tratar el líquido cloacal que ingresa a la misma y volcar el efluente tratado al Río Matanza, no superando los límites de 15mg/litro en DBO5 y los 20 mg/l de MES en el 90% del tiempo. Para ello se efectuarán tratamientos tanto físicos como biológicos.
Las obras contemplan la provisión y transporte de los materiales, equipos y la mano de obra necesaria para la construcción y la puesta en marcha de la obra. Están incluidos todos los trabajos necesarios para que la obra en su totalidad quede correctamente terminada de acuerdo con su fin y en completa conformidad a la ingeniería detallada constructiva aprobada. 
El caudal promedio del módulo será de 0,52 m³/s.","","VIRREY DEL PINO","La Matanza",150000,"0000-00-00","AYSA - Fuente 1.1.",5592699633.3,9
"8.82","REBOMBEO RAFAEL CASTILLO -OBRA ELECTRO-","AGUA","El objetivo de las obras es la realización del sistema de Rebombeo Rafael Castillo que permitirá mejorar la presión y calidad de agua potable en los barrios de Rafael Castillo, en el Partido de La
Matanza. La obra de rebombeo recolectará el agua potable proveniente de la Estación Elevadora de La Matanza a través de una cañería existente y elevará la presión de la red del radio servido.
Se logrará mediante la incorporación de un conjunto de equipos de bombeo, para lo cual se han proyectado obras civiles que incluyen una cámara de bombas y una cámara de by pass, cañerías de impulsión y los respectivos equipamientos electromecánicos. La estación de rebombeo prevé la instalación de 3 (tres) bombas, 2 en operación y 1 en reservan y cada equipo tendrá una capacidad de 300 m3/h a una altura manométrica de elevación de 23 mca. El caudal pico máximo del rebombeo será de 600 m3/h.","","LAFERRERE","La Matanza",36000,"2021-06-15","AYSA - Fuente 1.1.",92211590.84,48
"8.83","PLANTA DEPURADORA LAFERRERE - 150.000 HABITANTES. PDO DE LA MATANZA - OBRA ELECTRO-","CLOACA","El objetivo de las obras es a realización de las obras de construcción y puesta en marcha del primer módulo de la Planta Depuradora Laferrere, establecida en el Partido de La Matanza,  para el tratamiento del efluente de una población equivalente a 150.000 habitantes, también se incluyen obras, equipos e instalaciones complementarias para las ampliaciones futuras.
El objetivo de la planta es tratar el líquido cloacal que ingresa a la misma y volcar el efluente tratado al Río Matanza, no superando los límites de 15mg/litro en DBO5 y los 20 mg/l de MES en el 90% del tiempo. Para ello se efectuarán tratamientos tanto físicos como biológicos.
Las obras contemplan la provisión y transporte de los materiales, equipos y la mano de obra necesaria para la construcción y la puesta en marcha de la obra. Están incluidos todos los trabajos necesarios para que la obra en su totalidad quede correctamente terminada de acuerdo con su fin y en completa conformidad a la ingeniería detallada constructiva aprobada. 
El caudal promedio del módulo será de 0,52 m³/s.","","VIRREY DEL PINO","La Matanza",150000,"0000-00-00","AYSA - Fuente 1.1.",6514203277.83,9
"9.1","RED PRIMARIA CLOACAL ALIVIADOR AV.HIPÓLITO YRIGOYEN","Cloaca","Las  Obras  a  ejecutar  consiste en: Instalación en  zanja de 285m de cañería cloacal de DN 200mm de policloruro de  vinilo pared compacta rigedez nominal SN8, 1435m de cañería cloacal de DN 315mm de policloruro de vinilo pared compacta rigidez nominal SN32, las cuales se instalarán en  profundidades variables, con  pendientes siguiendo la  topografía del  terreno, limitadas por las restricciones que  impone el  diseño hidráulico de las  conducciónes a  gravedad: - Construcción de  bocas de registro (BR) CANTIDAD 19. - Ejecucción de  14 conexiones cortas y 13 conexiones largas. - Ejecucción de  empalmes de red existente sobre colectora a  construir, cantidad (13): - J. Piñeiro y Enrique del valle Iberlucea. - Av. Hipólito Yrigoyen y J. Piñeiro. - Gdor. B.J. de  Irigoyen y Enrique del  Valle Iberlucea. - Av. Hipólito Yrigoyen y  Gdor. B.J. de Irigoyen. - Av. Hipólito Yrigoyen y Gdor. F. Lavallol. - Av. Hipólito Yrigoyen y Gdor. C. Tejedor. - Av. Hipólito Yrigoyen y J. Montevideo. - Av. Hipólito Yrigoyen y J. Tucumán. - Av. Hipólito Yrigoyen y J. Riobamba. - Riobamba y Vélez Sarfield. - Vélez Sarfield y Cnel. Ramos. - Ejecución de  empalmes de  colector a  contruir sobre colector existente. Cantidad (2). - Gdor C. Tejedor y Dr. F. Melo. - Av. Eva Perón y La Carra. - Acondicionamiento integral de Boca de  Registro. Cantidad (11). - Cañería  a  dejar  fuera  de  servicio. Cantidad aproximadamente (200m).","AySA","Lanús","Lanús",0,"2016-08-19","AYSA - Fuente 1.1.",16943484.8,65
"9.2","RED CLOACAL BARRIOS ALBARIÑOS SUR Y BALCARCE SUR - CUENCA 3. (1660428)","Cloaca","Las obras consisten en la intalación de canerías de PVC con una longitud de 22.114 m. de DN200 clase 6,780 m. de DN315 clase 6,1.254 m. de DN 315 y clase 10, 155 m. de DN400 y clase 10. Ejecución de conexiones domiciliarias 1.603 cortas y 1.020 largas, construcción de 194 bocas de registro y 76 de acceso y ventilación, 6 empalmes de cañerías a construir con bocas de registro existentes, 1 cruce bajo conducto pluvial existente.","","REMEDIOS DE ESCALADA","Lanús",12000,"2017-01-10","AYSA - Fuente 1.1.",102354220.02,71
"9.3","ESTACION DE BOMBEO BALCARCE SUR - OBRA CIVIL","Cloaca","Realización de las obras de la estación de bombeo cloacal Balcarce Sur, con el fin de evacuar los efluentes provenientes de la red secundaria cloacal de las zonas identificadas como Balcarce Sur y Albariños Sur. Los efluentes de ambas zonas llegarán a una boca de registro ubicada en el ingreso a la estación de bombeo y desde allí una cañería de impulsión en DN 400 mm bombeará los líquidos cloacales a la cámara de registro ubicada en la intersección de las calles Uriarte y Cafferata.","AySA","REMEDIOS DE ESCALADA","Lanús",0,"2014-04-29","AYSA - Fuente 1.1.",4594239.09,100
"9.4","ESTACION DE BOMBEO BALCARCE SUR - OBRA ELECTROMECANICA","Cloaca","Realización de las obras de la estación de bombeo cloacal Balcarce Sur, con el fin de evacuar los efluentes provenientes de la red secundaria cloacal de las zonas identificadas como Balcarce Sur y Albariños Sur. Los efluentes de ambas zonas llegarán a una boca de registro ubicada en el ingreso a la estación de bombeo y desde allí una cañería de impulsión en DN 400 mm bombeará los líquidos cloacales a la cámara de registro ubicada en la intersección de las calles Uriarte y Cafferata.","AySA","REMEDIOS DE ESCALADA","Lanús",0,"2014-04-29","AYSA - Fuente 1.1.",9782731.02,100
"9.5","RED CLOACAL BARRIOS ALBARIÑOS SUR Y BALCARCE SUR - CUENCA 2","Cloaca","Las obras consisten en la iInstalación de cañería de PVC con una longitud de 16.864 m. de DN 200 clase 6, 510 m. de DN 315 y clase 6 y 630 m. de DN 315 clase 10. Ejecución de 212 bocas de registro y 59 de acceso y ventilación. Conexiones domiciliarias 1.2","AySA","REMEDIOS DE ESCALADA","Lanús",10000,"2016-05-18","AYSA - Fuente 1.1.",86862250.19,84
"9.6","RED SECUNDARIA CLOACAL VILLA EDÉN ESTE""  PARTIDO DE LANÚS","Cloaca","Construcción de la red secundaria cloacal para la evacuación de los efluentes cloacales provenientes de la zona denominada ""Villa Edén Este"" ,las obras consisten en la instalación de cañería colectora cloacal de PVC con una longitud de 8.268m de DN200 clase 6, 402 m de DN315 clase 6 y 239m de DN 400 clase 10. Construcción de 124 bocas de registro y 24 de acceso y ventilación, la construcción de conexiones domiciliarias 1.040 cortas y 502 largas.Ejecución de 1 cruce especial por debajo de conducto de pluvial, 1 empalme a colector a construir.","AySA","Lanús","Lanús",6603,"2016-10-20","AYSA - Fuente 1.1.",54391348.47,67
